job_title,company_name,city,location,salary,salary_currency,seniority_level,experience_required,employment_type,remote_type,industry,education_required,has_equity,has_bonus,has_remote_benefits,skills_required,job_description,job_link,job_id,source_website,dedup_key,is_faang,cost_of_living_index,date_posted_raw,applicant_count,currency,company_rating,salary_estimate_type
Software Engineer - .NET and Content Management,Sun Life,"Toronto, Canada","Toronto, ON M5J 2H7",,CAD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://ca.indeed.com/rc/clk?jk=2e5550b56435b9d3&bb=COAiVlkE47T5n-h1Hs0iL1FQBai7etLMtRAuuvLDC3a0oxwgNy4Bu1m9iatxtaH0ikP_4K1d26ZDU69dSTGFVVs7R7nuepFh_H1UoLH5Iuj9oHwe7rp0e8O5BmDhmrTE&xkcb=SoD_67M3lNsTPrADM70AbzkdCdPP&fccid=618943d89d0005a6&vjs=3,2e5550b56435b9d3,Indeed,f0ac86fa305c,0,78,,,CAD,,
Generative AI Engineer,ResMed,"Sydney, Australia",Sydney NSW,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=37b0e89d78dc2cf9&bb=x-N1pPUFdnL1knZPqUla6SYaax_IlxARI0xxlR2rMFujHNRNqf8qc0daPNkStDo31-C-ttBCeYRGm_jo3ZPG34MVpU-4KretiZ2Safh6CKXtjsDibv6X6CL86JQnlmnr&xkcb=SoBk67M3lNswpYRWDh0CbzkdCdPP&fccid=24a3456d3ce2ad08&vjs=3,37b0e89d78dc2cf9,Indeed,ec33ef4b47cb,0,85,,,AUD,,
Senior iOS Engineer,SafetyCulture,"Sydney, Australia",Sydney NSW,,AUD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=30bf694aa8ee2fb5&bb=x-N1pPUFdnL1knZPqUla6Wbf0FaPLubwRA0MuVAaxzyzuHZpP3SKcqKMOjU-JKuB4HZxuLXZnceZ1YBedmyyu0PIOYEmfyDGJkzAlfPufhdnpbDEb0Bu2ef08IEZVpKD&xkcb=SoDQ67M3lNswpYRWDh0DbzkdCdPP&fccid=8ea6161122bbee7c&vjs=3,30bf694aa8ee2fb5,Indeed,c58d806b8b6f,0,85,,,AUD,,
Forward-Deployed Data Scientist II,Braze,"Sydney, Australia",Sydney NSW,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=bc6aecb5a5cec6e6&bb=x-N1pPUFdnL1knZPqUla6eoCtPGkDd1_U8UQof5Goh_emZ_yev1Xrh4qQFwBtTHbFZPRyw2l9Lsm-14yF4TlNopMRw4Ubr6txbuaTWF8Bje1m7MfgVvmWAWVz7oqC5Tf&xkcb=SoA567M3lNswpYRWDh0MbzkdCdPP&fccid=7c138e549c2cd781&vjs=3,bc6aecb5a5cec6e6,Indeed,8fce7ccacbeb,0,85,,,AUD,,
Senior Data Scientist,INGRITY,"Sydney, Australia",Sydney NSW 2000,,AUD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=e25d654aa726106f&bb=8Cyh7oeQhpc7givPgGbgGITcTFi8VGTU7tprxde3uOQu2eNSjOGu8-pQhfOGw3VpE-twqpjcGi0m1wUXB39ComudFF_RSEeHA48saAd8J3cDI13Y6LnwikbR58ptAv0xXjp3VQvTb3_jNx58J4N9OQ%3D%3D&xkcb=SoDL67M3lNsh11ATs70CbzkdCdPP&fccid=24e820d3c335c93a&vjs=3,e25d654aa726106f,Indeed,7d5bcb54528c,0,85,,,AUD,,
Full Stack Software Engineer,Faculty,"London, UK",Hybrid work in London,,GBP,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://uk.indeed.com/rc/clk?jk=06ef80927c8bfc8e&bb=my3iqxVvuhTglhoi-WVuREh2EInyMPinSOtYoD6xxNuSSGBKYrjUu9zzaKplTSAU1wD5A9_qELdjBDszZHJa02aVNVxvu5lUA0O5ohcSzhtjRIOlEYxuHVLW51jGPhuB&xkcb=SoDG67M3lNrISNT7ph0BbzkdCdPP&fccid=9e636a440eed3fcb&vjs=3,06ef80927c8bfc8e,Indeed,6217cd70d850,0,90,,,GBP,,
Software Engineer II (API Platform),Kaluza,"London, UK",London,,GBP,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://uk.indeed.com/rc/clk?jk=7f15229c251ea24c&bb=my3iqxVvuhTglhoi-WVuRF9xRze2LfGzhc7mmlNL1I4Osu2-bcf4Al8FWrMvacmvtk_k3H9_QtsnwoKbZsGb0yt-9vhHvic8Q8I4pwNSaRYt2F9YGirz0mXxNfQh9Mc8&xkcb=SoBy67M3lNrISNT7ph0AbzkdCdPP&fccid=a66614257969d5da&vjs=3,7f15229c251ea24c,Indeed,fa2008aeb307,0,90,,,GBP,,
Senior Software Engineer I (Flex),Kaluza,"London, UK",Hybrid work in London,,GBP,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://uk.indeed.com/rc/clk?jk=7552fd9c25b4cd95&bb=my3iqxVvuhTglhoi-WVuRCnWLpMoeJVlk5l1suyGZ2bfaw1PAPq-5-PtYpCb6gXw-jXnFsNP804YQmMrpi26DsAVNA8flE1ag-Q8pQ8sFTAThu04fmadHb6fTXAvbkW_&xkcb=SoD867M3lNrISNT7ph0HbzkdCdPP&fccid=a66614257969d5da&vjs=3,7552fd9c25b4cd95,Indeed,880d81524b62,0,90,,,GBP,,
Senior Software Engineer,Resolver,"Toronto, Canada","Toronto, ON M5H 1X9",,CAD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://ca.indeed.com/rc/clk?jk=7b91706090017d1b&bb=COAiVlkE47T5n-h1Hs0iLx8oC6VSeLg2uWGngOhMDRUQQNxtE9V73fR7h5uzv4CANbu3G3YL6QCmdbtUWvGYDFaONDCyDDa535wWjFokYgy5ady615zw6gRc23ZAhAED&xkcb=SoBs67M3lNsTPrADM70ebzkdCdPP&fccid=d7c18b5ea9a454df&vjs=3,7b91706090017d1b,Indeed,7b32f41c9c39,0,78,,,CAD,,
Data Scientist,InfoTrack,"Sydney, Australia",Sydney NSW 2000,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=27cea881f2444399&bb=8Cyh7oeQhpc7givPgGbgGPeyxmc6wAb-o7qWr1lO8RIx_eY473mVsy-VVmF6KB6Ja9OwKPfnbOj4AnQGlaDzexhVu-EcYvmBdgs8igbxif-20QcbtyVXN-tjtJowT7XsjBKMiDKWyySQsxFZQ2IwLw%3D%3D&xkcb=SoAx67M3lNsh11ATs70JbzkdCdPP&fccid=969b098ef5cbe875&vjs=3,27cea881f2444399,Indeed,fa338494c982,0,85,,,AUD,,
Senior Data Scientist,Ausgrid,"Sydney, Australia",Haymarket NSW,,AUD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=c8ed941c74642a0c&bb=8Cyh7oeQhpc7givPgGbgGHvhRMdlcyXkpN7BICpnzqcG1P2wErlTxmZm8CCfYcGV4wGe4cPBVY8XEW4Rmierl5PAoQl7jKBVTYYPeYa9tUsb3hKRuDRoKiaPIhpGtjZ0fRKbstaNfgjPfU539wHj-Q%3D%3D&xkcb=SoCF67M3lNsh11ATs70IbzkdCdPP&fccid=823154b0f9771f00&vjs=3,c8ed941c74642a0c,Indeed,622a449ac13b,0,85,,,AUD,,
Lead Data Scientist,Macquarie Group Limited,"Sydney, Australia",Sydney NSW,,AUD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=2a8f7d04f3d90daa&bb=8Cyh7oeQhpc7givPgGbgGFZ0u6_etEiYI8NhbN3PgETWnEeI-_SrWA8JmRNcsGSl1EcdL9emhg1wZ6Yr5ovK3lvDoTlSdErui1XIwbDBPfhPcI_CZNbaS6pZrMI_GgtBBxSOOxv13hHoYYSkELihUA%3D%3D&xkcb=SoAL67M3lNsh11ATs70PbzkdCdPP&fccid=c4fbc8d763b3f3b5&vjs=3,2a8f7d04f3d90daa,Indeed,a8d07e947368,0,85,,,AUD,,
Data Scientist,ASIC,"Sydney, Australia",Sydney NSW,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=bdbda5bea06fe3b3&bb=8Cyh7oeQhpc7givPgGbgGAZ7W1TjBLaAgdcPjOV-LPHYtl_CbHezEDU9NxQJ1ZPrw-4o1UcyJpBiBksCpsoXSRuoF2pjgG5H7kAf8dPp-idR4reeAyfqlq87zPbpKw26Z7HlgoOpQOfYTURcR_KrdA%3D%3D&xkcb=SoC_67M3lNsh11ATs70ObzkdCdPP&fccid=1286537e6d94d394&vjs=3,bdbda5bea06fe3b3,Indeed,a3f4707eb3f3,0,85,,,AUD,,
Senior Data Scientist,ASIC,"Sydney, Australia",Sydney NSW,,AUD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=316c9c5625592343&bb=8Cyh7oeQhpc7givPgGbgGKiu6XZNRnLytBhOPvW_TVJ7Fy01c0Hve-mzmgZXoqhLUx1sPBYEyXHttNQ5V8Zp3SdV6h01IX6mtys2HykHqsix6GDLVytgXobns1E_qQyi-mqgaHSOcNFT3WUuDQdVMg%3D%3D&xkcb=SoAi67M3lNsh11ATs70NbzkdCdPP&fccid=1286537e6d94d394&vjs=3,316c9c5625592343,Indeed,093d77ee5f6c,0,85,,,AUD,,
"Data Eng, Mgmt & Governance Specialist",Accenture,"Sydney, Australia",Sydney NSW,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=bd6699014cf5c5e4&bb=8Cyh7oeQhpc7givPgGbgGNNh_2DE34DgPUMSRrpBwmybFe3Xmfx5SRmRts2mY8er86lg6VrReVsmJSOU1vMWNSbX2R3ovnLMWbvB9-euMaqyMC-CMGZ7DdcdsfeFp8HBTI-03NrDdaYN9HeKKD4rKQ%3D%3D&xkcb=SoCW67M3lNsh11ATs70MbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,bd6699014cf5c5e4,Indeed,4679626f6ced,0,85,,,AUD,,
Data Engineer,INGRITY,"Sydney, Australia",Sydney NSW 2000,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=e7c3fd3954ff05eb&bb=8Cyh7oeQhpc7givPgGbgGMOjIM-fSfYVQfluv_-32WMA5iKgixwfoprZmDln0X_kUSSK9dDBnZFHTjva2skqmEXnrAlSpG3pDJqdgkhTXLIuqT1yTZD6oNMAFuyWkNx5Aj4iM0J37J-EeIMRcAxUqQ%3D%3D&xkcb=SoBW67M3lNsh11ATs70BbzkdCdPP&fccid=24e820d3c335c93a&vjs=3,e7c3fd3954ff05eb,Indeed,216233252461,0,85,,,AUD,,
Senior Software Engineer (.NET/AI),Corto Pty Ltd,"Sydney, Australia",Sydney NSW 2000,,AUD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=3d0df50a8de9e99f&bb=x-N1pPUFdnL1knZPqUla6edJSCfYbccDRGN9T3341A_WAdszX0j8ny6_IKs1H9iK2p9cMp13fWEfhHZd7zwCHPTSF8M7zy1_3PH1bieptTKuMpTNy3KFXERR-Ot5asCI&xkcb=SoCN67M3lNswpYRWDh0NbzkdCdPP&fccid=4d40cb82c34ee1be&vjs=3,3d0df50a8de9e99f,Indeed,b58f906fa671,0,85,,,AUD,,
Staff Software Engineer,Equinix,"Toronto, Canada","Toronto, ON",,CAD,Staff (8+ years),8+ years,,On-site,,,False,False,False,,,https://ca.indeed.com/rc/clk?jk=ce3898109df903b8&bb=COAiVlkE47T5n-h1Hs0iL6fLJpirIbw9eASums_MUZ35Iq5Tkn8-7X5inGbGG0R3Y7ytdJU-44UR4TX2SLC7j2tBXQS0TaTX8hiWQ7srS2ialv0_vtj7FRUy_oxdELHh&xkcb=SoDY67M3lNsTPrADM70fbzkdCdPP&fccid=e15d9e27876d9dc3&vjs=3,ce3898109df903b8,Indeed,26eee12771c7,0,78,,,CAD,,
Data Engineer,Aon Corporation,"Sydney, Australia",Sydney NSW 2000,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=94e35c6c5402faee&bb=8Cyh7oeQhpc7givPgGbgGPeOOIPJInELp7YsOIUgc8-TE5XIj8hVY21v3WlPkQz2jG06kGb6z7rBXdBr8M-BFJro0NgVXac7pbAf3FOaduXMD0GWYcso1empvDOIqFrfgYdbBb5F-ydag_nSsMcK5A%3D%3D&xkcb=SoDi67M3lNsh11ATs70AbzkdCdPP&fccid=dc08cb56cb2d6276&vjs=3,94e35c6c5402faee,Indeed,c62178a6f849,0,85,,,AUD,,
Data Scientist,NextGen,"Sydney, Australia",North Sydney NSW 2060,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=cf8864b5986bae03&bb=8Cyh7oeQhpc7givPgGbgGJt2t1eAWS9hIH9iGFeTiQ0TrZvy5kOWBfMdupAiAjvoiSNRDqAVst6hH4thU7LkaUR9jjH2XC8_r5QnTVqfaothZXYcGiIcf521QJAFDTjHPvP0RGUhvIQVC0-SYxp36wl1HFxTqaLf&xkcb=SoDY67M3lNsh11ATs70GbzkdCdPP&fccid=5a5cc4f1612f2613&vjs=3,cf8864b5986bae03,Indeed,65e09b3d0edc,0,85,,,AUD,,
Machine Learning Engineering Manager,icare,"Sydney, Australia",Sydney NSW,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=223ac82c61b6f67b&bb=8Cyh7oeQhpc7givPgGbgGLHHDSRehFY6-sdMEMwzn-dksa9VNoMRRc7ZbEB6sBfy4SDnVNxkyRB_wW9fJ55KZAmjzEEOSTfVvQp_wGeRX-50TqEpNOeaSeO2FYkF6Hv0FEcYYJ4lcDuma0ZGhVYyMQ%3D%3D&xkcb=SoBF67M3lNsh11ATs70FbzkdCdPP&fccid=c2c4cd6e932c74c0&vjs=3,223ac82c61b6f67b,Indeed,3ad2841d6656,0,85,,,AUD,,
Data Scientist,Virgin Australia,"Sydney, Australia",Sydney NSW,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=3ac43db53914daf0&bb=x-N1pPUFdnL1knZPqUla6aqoe_8KPoAk10ZDtC9EBuLfcIOk5JXb7NTOi12jD6I21dP8H_V-6hzWBzF1MrzhlFKPFdygM3SxAvG8UZt7M1FqsTb87mHnm1IvUCNmT3tB&xkcb=SoC367M3lNswpYRWDh0LbzkdCdPP&fccid=6fc61b1e19b99539&vjs=3,3ac43db53914daf0,Indeed,826037669ee0,0,85,,,AUD,,
Senior Data Scientist,Virgin Australia,"Sydney, Australia",Sydney NSW,,AUD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=a46c4d5153e78759&bb=x-N1pPUFdnL1knZPqUla6WKsYKP5hxw6zmH3e2AmtW1VXVkIXNm-rXv6hvtOM4Ug6rgJZxtaFSAKsOrgq2-DW1qKTjJyzHIXMmLg_Sjs256eFFuEgkCDc334NWbfW84n&xkcb=SoAD67M3lNswpYRWDh0KbzkdCdPP&fccid=6fc61b1e19b99539&vjs=3,a46c4d5153e78759,Indeed,38aceec047c2,0,85,,,AUD,,
Senior Staff Platform Engineer - AI Infrastructure & Platform,Neilson Financial Services,"Sydney, Australia",Sydney NSW 2000,,AUD,Staff (8+ years),8+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=b1f70159f9cdd085&bb=x-N1pPUFdnL1knZPqUla6RQmBDou0Gbd9p_ioNXYLmoKr3OqB6mzPYn-cGHXDnptrRIaSHStd6QUJ5FOJPbnZUjIaCWzCgrPy97y3KD8OpWyp7tjaDGuOSjskyYZU6uH&xkcb=SoCe67M3lNswpYRWDh0JbzkdCdPP&fccid=622dfd071e13d083&vjs=3,b1f70159f9cdd085,Indeed,3767d61eb846,0,85,,,AUD,,
AMD-Xilinx Embedded Senior / Field Application Engineer,Avnet,"Sydney, Australia",Sydney NSW,,AUD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=ff6bfc70ddedad76&bb=x-N1pPUFdnL1knZPqUla6Sof2vgcnUQNGQhpkMgXsi2XPC9dLhoNJHOTpR1MzrTJ5XrPN95ErTeMB854I-snIitSM45AXOuuwON1tl-POrK5qtUC1zYcv6rb74B3bICc&xkcb=SoAq67M3lNswpYRWDh0IbzkdCdPP&fccid=763e264769106301&vjs=3,ff6bfc70ddedad76,Indeed,e9091958f988,0,85,,,AUD,,
Clinical AI Engineer,Heidi,"Sydney, Australia",Sydney NSW 2000,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=ee0a047d170331b2&bb=x-N1pPUFdnL1knZPqUla6VMyIdnFGys7IHh3ZG8teTI7LljH23-UFh662IRjTn_NdfsmA2Q-ztz-TdhZeNfYILhz1R1ve-PGV_iSsNCghKfv1QvQ4hKPEp8jlVl7vbSg&xkcb=SoCk67M3lNswpYRWDh0PbzkdCdPP&fccid=ad937b305d6049f6&vjs=3,ee0a047d170331b2,Indeed,b4c31a97d5e9,0,85,,,AUD,,
AI Prompt Engineer,SpinTel,"Sydney, Australia",Sydney NSW 2000,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=889c0aaaa10c72c5&bb=x-N1pPUFdnL1knZPqUla6Q3lNgMvzzYhGx_VYlw5KeE1rCccpf5P0iKoju-PTlAWMBCnk5gmwZmU4UKneGFxoeCyt998Q0bNEnxm5W0nd2r--pXsqyCdfLMqX1V9i6p6EH_oJ1SIo4c%3D&xkcb=SoAQ67M3lNswpYRWDh0ObzkdCdPP&fccid=b968d3b24ce7f778&cmp=Spintel&ti=Prompt+Engineer&vjs=3,889c0aaaa10c72c5,Indeed,f4d0400db15f,0,85,,,AUD,,
"Data Scientist II, Tech",Uber,"San Francisco, CA, USA","San Francisco, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=352413309fa10027&bb=Uby6bVI3BZrh5HAXney5CXmc0HXnvRfzk2lZ1AQmyXW-u8GCEUYcg0pIwj56lTm4gQDpsk2kNCLZhb1k0YEcLdp0nrXIsC9v6s4CG7F8-vfFk6ipmOyQqgptu0G4HhBHW99np8xFK2TdJC7aXGkxcg%3D%3D&xkcb=SoBx67M3lNE_h3gO1D0EbzkdCdPP&fccid=f766f8bfbc3effb7&vjs=3,352413309fa10027,Indeed,af0ec27d40d9,0,105,,,USD,,
"Sr. Applied Scientist, Prime Video - Personalization and Discovery Science",Amazon.com Services LLC,"New York, NY, USA","New York, NY",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=693a8041fb5ad3f1&bb=2Lpgv48ejf9Ek48Gt0kcFtF-oC54uaCWPv-f-I-MV-bu176eiY3tZazAvr2YAI3IUEbah3m5Y4FwW_kfw0_sTXjOj2FhUstqSDBscryjzkS27UDOWnOLTjDKGE8aLtSD&xkcb=SoAX67M3lNDyQKRXRh0KbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,693a8041fb5ad3f1,Indeed,a68e82201eef,0,100,,,USD,,
Forward Deployed AI Engineer,Lorikeet,"Sydney, Australia",Sydney NSW,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=0273b1a53f37a956&bb=x-N1pPUFdnL1knZPqUla6Sof2vgcnUQN3Rkx4Tv49A4pIqzlwODOAKyAsu-w1otjUsF_lRuPp6NQPFwrGXFFKlEf6hw0PuE-08fsyi_BjEOO5ZfWC46qM9sPdNzIWstV&xkcb=SoBN67M3lNswpYRWDh0AbzkdCdPP&fccid=b4d4a97b9f123554&vjs=3,0273b1a53f37a956,Indeed,ec63b58f920d,0,85,,,AUD,,
"AI Engineer / Senior AI Engineer, India - BCG X",,"Berlin, Germany",India,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/ai-engineer-senior-ai-engineer-india-bcg-x-boston-consulting-group-JV_KO0,42_KE43,66.htm?jl=1009923029800",,Glassdoor,5c8358e12b2f,0,70,,,EUR,,
Mid-Level Full Stack Engineer,Property Me,"Sydney, Australia",Sydney NSW 2000,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=3be5ebff2804530d&bb=1pD37n3r29K6wAHYYKv5frBsAyQU_onATBXWca4Mz3D6jpTgxH0NLIebHKCkPE60Co5R3352ztkzhlWwOgzCxxqBruXT-KggEav60c4hwMb55TCFeyYuqay8AcGoScVR5DoA9rwidWIJ8kYYj8ld_-FoFHv2akUj&xkcb=SoAZ67M3lNtfpCxWDh0ObzkdCdPP&fccid=009e93334ea845b6&vjs=3,3be5ebff2804530d,Indeed,c1f9aa34658a,0,85,,,AUD,,
Senior Full Stack Engineer (.NET/Vue),Property Me,"Sydney, Australia",Sydney NSW 2000,,AUD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=ae7b40f28442bb88&bb=1pD37n3r29K6wAHYYKv5fgtkUjjORAofmNXxHyzNVD5GiQFttBW1C7J-XAGsqBvQHozNuB_DX4LhLgj0at31gxJk6B5Qj41YoOTs2DzBLREZ2yzTAOJf3v8q_sOPy3-8-CaVN9t5xDCNBOb9c7KLZkSZDWS2uro4&xkcb=SoCE67M3lNtfpCxWDh0NbzkdCdPP&fccid=009e93334ea845b6&vjs=3,ae7b40f28442bb88,Indeed,51702b23ce78,0,85,,,AUD,,
Software Engineer,Macquarie Group Limited,"Sydney, Australia",Sydney NSW,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=a5bdfe8b8ebe3e04&bb=1pD37n3r29K6wAHYYKv5fgjbODKVJAxMbD1NKaA_CLeoVHfY4Kv-OdOINp77YpunSUNc6mTN0tOgztzhAEV8BliMyPaLcChHtD31fxExLwU88t8UCTCGAr-UJrEmo9RnK0TmQTy5VzUuTLSaXoRqxg%3D%3D&xkcb=SoAw67M3lNtfpCxWDh0MbzkdCdPP&fccid=c4fbc8d763b3f3b5&vjs=3,a5bdfe8b8ebe3e04,Indeed,3cc5b2ab45cf,0,85,,,AUD,,
"Software Development Engineer, BERE Operations",Amazon Support Services Pty Ltd,"Sydney, Australia",Sydney NSW,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=fa8a8ac62bf522c0&bb=1pD37n3r29K6wAHYYKv5flpG1le86u-xaH-rYK0Eo-nCGN6rwpJ53sxZPEFhwcsdnnV9Hv0e9KsgI6VHARl-VbEqbG2QbEp8Fqu5dFuYm2hUezQUVEDKDe6_KjSbEOIhQNnMW4sjpVlzop_01jBtNg%3D%3D&xkcb=SoDZ67M3lNtfpCxWDh0DbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,fa8a8ac62bf522c0,Indeed,8b4cf772203b,0,85,,,AUD,,
"Staff Software Engineer, InLife, Unloan (Typescript, Next.js, GraphQL, Node.js)",Commonwealth Bank,"Sydney, Australia",Sydney NSW,,AUD,Staff (8+ years),8+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=3a564dd2e1d5c8d5&bb=1pD37n3r29K6wAHYYKv5fgRIUoUYNcCaRnzFCkuIWg0B8AwMJWjzNMFFQuvgWEhRX5m6EH7J53JdSXnEddt4g02BHscikcW2Teiqqi8M6APlTjayKsXrfPCpX9V-C47eixP01NtRBtwAV7pjBfu5ew%3D%3D&xkcb=SoBt67M3lNtfpCxWDh0CbzkdCdPP&fccid=26f47cce54403a22&vjs=3,3a564dd2e1d5c8d5,Indeed,99048b2fa0ba,0,85,,,AUD,,
"Marketing Manager, ICT Business Analyst / Software Engineer",Kingstone Building Material Supplies,"Sydney, Australia",Belmore NSW 2192,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=00594892174d6f0f&bb=1pD37n3r29K6wAHYYKv5fk6Z4x4xiSHLFNlW5l1QDRT7lZ5j3030ayIJ11Q4lLlTBxUPw3fkQJhtryGoWSTZYi8wMvaqIDeCIfql9-pk8UiU-mwNEelkOV2unBuRQrQpX2EwOtx-cYhW6xvYnS_KBRUeALBTQ3pZ&xkcb=SoDw67M3lNtfpCxWDh0BbzkdCdPP&fccid=33698e3b82d08da3&cmp=Kingstone-Building-Material-Supplies&ti=Manager+of+Software+Engineering&vjs=3,00594892174d6f0f,Indeed,081fa185d445,0,85,,,AUD,,
Staff Software Engineer,Accelerate Workforce Solutions Group Holdings Pty...,"Sydney, Australia",Sydney NSW 2000,,AUD,Staff (8+ years),8+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=5e54e75c98a2010f&bb=1pD37n3r29K6wAHYYKv5fgmhVHtwADTJA9LC9SNwxRx1W6j2pGgfy7KwFoXwQueRn7njkrpb-CQLddLoQuGwXL2d8jkYp2BhoGkNiAAwTiVnlT-i4tTaV1MSmxJXMJbJB0IUrJdaQZX77VgjiFK14QpHiwQuSK8W&xkcb=SoBE67M3lNtfpCxWDh0AbzkdCdPP&fccid=06121cf91cdcfd2f&cmp=Accelerate-Workforce-Solutions-Group-Holdings-Pty-Ltd&ti=Staff+Software+Engineer&vjs=3,5e54e75c98a2010f,Indeed,020de14b083c,0,85,,,AUD,,
"Senior Software Engineer, Everty",AGL Energy,"Sydney, Australia",Sydney NSW 2000,,AUD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=d52e3acc58a6f1fd&bb=1pD37n3r29K6wAHYYKv5fruM4GA03lFhl3c2GjbIrHQtXgzaDxErQHP00NQsa8xqYcxPQ3KtOu6uRyyyDe9JE_0r2GuytKqGOgV87yAhF1zSYF6e1UutR0cWRLkDeYapnESBoGvpaWfuC2h3QVRkgg%3D%3D&xkcb=SoDK67M3lNtfpCxWDh0HbzkdCdPP&fccid=04bdf85f0d53c42e&vjs=3,d52e3acc58a6f1fd,Indeed,9d453ff7ca3a,0,85,,,AUD,,
QA Software Engineer,Bayer,"Sydney, Australia",Rydalmere NSW,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=660d0db6fc0e800e&bb=1pD37n3r29K6wAHYYKv5fo06_y-WA917IkFoS4PCk2Jghs4EEyYGIlLcxzM4btafDts8y3siBzn2FiskaPD7IwddCW-7xqkdJkI4wZxTVDWUkEI0e1GDJeS7oOhuohFf4nK54dS-fW7LNJ0Tgawxew%3D%3D&xkcb=SoB-67M3lNtfpCxWDh0GbzkdCdPP&fccid=e08122e0e993cc32&vjs=3,660d0db6fc0e800e,Indeed,29be16d35c5d,0,85,,,AUD,,
